"","Exhaust.System.Specialists","Intake.System.Specialists","Fuel.Emissions.Specialists","Drivetrain.Specialists","Repair.Date"
"64777",1,1,1,1,2017-01-28
"64778",2,4,2,2,2017-02-11
"64779",1,1,2,1,2017-02-06
"64780",3,2,1,2,2017-02-09
"64781",1,1,2,2,2017-01-30
"64782",1,1,2,2,2017-02-01
"64783",1,1,1,2,2017-02-12
"64784",1,1,2,2,2017-01-30
"64785",1,1,2,1,2017-01-24
"64786",3,2,2,2,2017-01-26
"64787",1,1,1,1,2017-02-01
"64788",3,2,2,2,2017-02-10
"64789",1,1,1,1,2017-01-30
"64790",0,1,2,2,2017-02-16
"64791",3,2,1,1,2017-01-31
"64792",1,1,1,2,2017-01-25
"64793",3,2,1,1,2017-01-27
"64794",1,1,1,1,2017-02-10
"64795",3,2,1,1,2017-02-03
"64796",1,1,2,2,2017-01-29
"64797",1,1,1,1,2017-01-29
"64798",3,2,1,1,2017-02-06
"64799",3,2,1,2,2017-02-08
"64800",1,1,2,2,2017-01-31
"64801",1,1,2,1,2017-02-10
"64802",1,1,1,1,2017-02-08
"64803",3,2,2,2,2017-01-25
"64804",1,1,2,1,2017-01-25
"64805",4,2,2,2,2017-02-06
"64806",1,1,1,1,2017-01-25
"64807",1,1,2,1,2017-01-25
"64808",1,1,2,2,2017-02-08
"64809",1,1,1,2,2017-02-01
"64810",3,2,2,2,2017-02-16
"64811",1,1,2,2,2017-02-09
"64812",1,1,2,2,2017-01-31
"64813",3,2,1,1,2017-01-31
"64814",3,2,1,2,2017-02-11
"64815",1,1,2,2,2017-02-04
"64816",1,1,1,1,2017-02-01
"64817",3,2,2,2,2017-02-01
"64818",1,1,1,1,2017-02-08
"64819",1,1,1,1,2017-01-31
"64820",1,1,1,1,2017-01-27
"64821",3,2,1,1,2017-02-13
"64822",1,1,1,2,2017-02-05
"64823",3,2,2,2,2017-02-08
"64824",1,1,2,1,2017-01-30
"64825",3,2,2,2,2017-02-07
"64826",3,2,1,1,2017-01-26
"64827",1,1,2,2,2017-01-25
"64828",3,2,1,1,2017-02-13
"64829",3,2,1,1,2017-02-01
"64830",3,2,1,2,2017-02-02
"64831",3,2,1,1,2017-02-02
"64832",1,1,1,1,2017-02-05
"64833",1,1,1,1,2017-01-26
"64834",1,1,1,2,2017-01-30
"64835",3,2,1,1,2017-02-03
"64836",1,1,1,1,2017-02-01
"64837",1,1,2,1,2017-02-09
"64838",1,1,1,2,2017-01-25
"64839",3,2,2,2,2017-02-07
"64840",3,2,2,2,2017-01-26
"64841",1,1,2,2,2017-02-14
"64842",1,1,1,2,2017-02-14
"64843",1,1,1,2,2017-02-12
"64844",3,2,1,2,2017-02-08
"64845",1,1,1,1,2017-01-28
"64846",1,1,1,2,2017-01-25
"64847",1,1,1,1,2017-01-25
"64848",3,2,1,2,2017-02-07
"64849",1,1,2,2,2017-02-02
"64850",1,1,2,2,2017-02-07
"64851",1,1,1,1,2017-01-26
"64852",3,2,2,2,2017-02-12
"64853",1,1,2,1,2017-01-25
"64854",1,1,1,1,2017-02-03
"64855",3,2,1,2,2017-01-27
"64856",1,1,1,1,2017-01-26
"64857",1,1,2,2,2017-01-24
"64858",1,1,2,1,2017-02-04
"64859",3,2,1,1,2017-01-29
"64860",1,1,2,2,2017-02-12
"64861",3,2,1,1,2017-02-03
"64862",1,1,1,2,2017-02-03
"64863",3,2,2,2,2017-02-09
"64864",1,1,0,1,2017-01-24
"64865",1,1,1,1,2017-02-02
"64866",1,1,1,1,2017-01-28
"64867",1,1,2,2,2017-02-06
"64868",1,1,1,1,2017-01-31
"64869",1,1,2,1,2017-02-02
"64870",3,2,1,2,2017-01-27
"64871",3,2,1,2,2017-02-04
"64872",3,2,1,1,2017-02-03
"64873",3,2,2,1,2017-02-02
"64874",1,1,1,2,2017-01-30
"64875",1,1,1,1,2017-01-24
"64876",1,1,2,1,2017-02-04
"64877",1,1,2,1,2017-02-11
"64878",3,2,2,2,2017-02-06
"64879",1,1,2,1,2017-01-27
"64880",3,2,2,2,2017-01-24
"64881",3,2,2,1,2017-02-13
"64882",1,1,1,1,2017-01-25
"64883",3,2,1,2,2017-02-01
"64884",1,1,1,1,2017-02-05
"64885",2,4,1,2,2017-02-04
"64886",1,1,1,2,2017-01-25
"64887",1,1,2,2,2017-01-25
"64888",1,1,2,1,2017-01-27
"64889",3,2,1,1,2017-02-04
"64890",1,1,2,1,2017-01-24
"64891",1,1,2,1,2017-02-03
"64892",1,1,1,1,2017-02-10
"64893",1,1,2,2,2017-01-30
"64894",1,1,1,2,2017-02-16
"64895",3,2,1,1,2017-02-11
"64896",1,1,1,1,2017-01-24
"64897",1,1,2,2,2017-02-05
"64898",1,1,2,2,2017-02-03
"64899",3,2,1,2,2017-01-24
"64900",3,2,1,1,2017-01-29
"64901",1,1,2,2,2017-02-08
"64902",1,1,2,2,2017-02-14
"64903",1,1,2,1,2017-02-05
"64904",3,2,2,2,2017-02-08
"64905",3,2,0,1,2017-02-14
"64906",3,2,1,0,2017-02-06
"64907",1,1,3,2,2017-02-07
"64908",3,2,1,1,2017-02-04
"64909",1,1,2,2,2017-02-06
"64910",1,1,1,2,2017-02-07
"64911",1,1,2,2,2017-01-31
"64912",1,1,2,2,2017-02-15
"64913",1,1,1,1,2017-01-25
"64914",1,1,0,1,2017-01-29
"64915",1,1,1,1,2017-01-25
"64916",1,1,2,2,2017-01-30
"64917",1,1,1,2,2017-02-05
"64918",1,1,1,1,2017-01-31
"64919",1,1,1,1,2017-02-06
"64920",1,1,2,2,2017-01-25
"64921",3,2,1,1,2017-02-10
"64922",1,1,2,1,2017-02-02
"64923",1,1,1,2,2017-01-30
"64924",3,2,1,1,2017-01-27
"64925",3,2,1,1,2017-02-05
"64926",3,2,2,2,2017-02-14
"64927",1,1,1,1,2017-01-26
"64928",3,2,1,1,2017-01-26
"64929",1,1,1,1,2017-01-31
"64930",3,2,2,2,2017-02-09
"64931",3,2,1,1,2017-02-15
"64932",1,1,2,2,2017-01-24
"64933",1,1,2,2,2017-02-08
"64934",1,1,1,2,2017-01-29
"64935",1,1,1,1,2017-01-30
"64936",1,1,1,1,2017-02-04
"64937",3,2,2,2,2017-02-14
"64938",1,1,1,1,2017-01-28
"64939",1,1,2,1,2017-02-04
"64940",3,2,1,1,2017-02-09
"64941",3,2,1,2,2017-01-26
"64942",1,1,1,2,2017-01-25
"64943",1,1,2,2,2017-02-01
"64944",1,1,1,1,2017-02-04
"64945",1,1,2,2,2017-01-28
"64946",1,1,1,1,2017-02-06
"64947",0,1,1,2,2017-02-07
"64948",1,1,2,2,2017-02-08
"64949",3,2,1,2,2017-02-01
"64950",3,2,1,2,2017-01-26
"64951",1,1,1,2,2017-02-09
"64952",4,2,1,2,2017-02-06
"64953",1,1,2,2,2017-02-07
"64954",1,1,2,1,2017-02-11
"64955",1,1,1,2,2017-01-30
"64956",1,1,2,1,2017-01-31
"64957",1,1,2,1,2017-01-28
"64958",3,2,2,2,2017-02-10
"64959",3,2,1,1,2017-01-27
"64960",3,2,1,1,2017-01-26
"64961",1,1,2,2,2017-01-25
"64962",3,2,1,1,2017-01-27
"64963",1,1,2,1,2017-01-25
"64964",3,2,1,2,2017-01-25
"64965",1,1,1,2,2017-02-01
"64966",3,2,2,2,2017-01-26
"64967",3,2,1,1,2017-02-04
"64968",3,2,1,2,2017-01-28
"64969",0,1,1,2,2017-02-16
"64970",3,2,2,2,2017-02-03
"64971",1,1,1,2,2017-02-02
"64972",1,1,1,1,2017-01-30
"64973",1,1,2,2,2017-01-26
"64974",1,1,1,2,2017-02-02
"64975",1,1,2,1,2017-02-15
"64976",1,1,2,1,2017-02-09
"64977",1,1,1,1,2017-02-14
"64978",1,1,1,1,2017-01-27
"64979",3,2,1,1,2017-01-25
"64980",3,2,1,2,2017-02-10
"64981",1,1,1,2,2017-02-09
"64982",1,1,1,1,2017-01-28
"64983",3,2,1,1,2017-02-08
"64984",1,1,1,2,2017-02-11
"64985",1,1,2,1,2017-01-31
"64986",3,2,1,2,2017-02-12
"64987",3,2,0,2,2017-02-08
"64988",1,1,1,1,2017-02-07
"64989",1,1,2,1,2017-02-01
"64990",3,2,1,1,2017-01-29
"64991",3,2,2,1,2017-01-29
"64992",1,1,2,1,2017-01-29
"64993",1,1,2,2,2017-02-02
"64994",1,1,1,1,2017-02-10
"64995",1,1,2,1,2017-02-05
"64996",1,1,2,2,2017-02-10
"64997",2,4,2,1,2017-02-04
"64998",3,2,1,1,2017-02-07
"64999",1,1,2,2,2017-02-10
"65000",3,2,1,2,2017-02-07
"65001",3,2,2,1,2017-02-03
"65002",1,1,1,2,2017-01-28
"65003",1,1,2,2,2017-02-07
"65004",3,2,2,2,2017-02-16
"65005",1,1,1,1,2017-01-29
"65006",3,2,1,1,2017-02-11
"65007",1,1,1,1,2017-02-03
"65008",1,1,1,2,2017-02-07
"65009",1,1,2,2,2017-01-24
"65010",1,1,1,1,2017-01-31
"65011",1,1,2,2,2017-02-07
"65012",3,2,1,1,2017-01-26
"65013",1,1,2,2,2017-01-29
"65014",1,1,2,2,2017-01-27
"65015",4,2,2,1,2017-02-12
"65016",1,1,2,2,2017-02-01
"65017",3,2,1,1,2017-02-03
"65018",1,1,1,2,2017-01-30
"65019",1,1,1,2,2017-02-03
"65020",1,1,2,2,2017-01-24
"65021",3,2,3,1,2017-02-08
"65022",1,1,2,2,2017-02-07
"65023",1,1,2,1,2017-02-06
"65024",1,1,1,1,2017-02-08
"65025",1,1,1,2,2017-02-01
"65026",3,2,2,2,2017-02-02
"65027",3,2,2,1,2017-02-09
"65028",3,2,1,1,2017-02-15
"65029",3,2,2,2,2017-02-10
"65030",1,1,2,2,2017-01-25
"65031",3,2,2,2,2017-02-14
"65032",3,2,1,1,2017-02-04
"65033",3,2,1,1,2017-02-14
"65034",3,2,2,3,2017-01-27
"65035",3,2,2,2,2017-01-28
"65036",1,1,1,2,2017-01-25
"65037",3,2,1,1,2017-02-07
"65038",1,1,1,1,2017-01-26
"65039",1,1,1,1,2017-01-31
"65040",1,1,1,1,2017-01-25
"65041",1,1,1,2,2017-02-09
"65042",3,2,1,1,2017-01-29
"65043",1,1,2,1,2017-01-28
"65044",1,1,1,1,2017-01-30
"65045",1,1,1,1,2017-01-27
"65046",3,2,2,2,2017-01-27
"65047",3,2,2,1,2017-01-28
"65048",3,2,2,1,2017-02-09
"65049",0,1,2,2,2017-01-30
"65050",1,1,2,2,2017-02-06
"65051",1,1,1,1,2017-02-03
"65052",1,1,1,1,2017-01-27
"65053",1,1,1,1,2017-01-29
"65054",3,2,1,2,2017-02-05
"65055",3,2,2,1,2017-01-27
"65056",1,1,2,1,2017-01-25
"65057",3,2,1,2,2017-01-28
"65058",1,1,1,1,2017-02-03
"65059",1,1,2,1,2017-01-24
"65060",3,2,1,1,2017-02-08
"65061",1,1,2,2,2017-01-25
"65062",3,2,2,1,2017-01-29
"65063",3,2,1,1,2017-01-26
"65064",1,1,2,2,2017-02-14
"65065",3,2,2,2,2017-02-02
"65066",3,2,1,2,2017-02-01
"65067",1,1,1,2,2017-02-02
"65068",1,1,1,1,2017-01-24
"65069",1,1,1,1,2017-01-26
"65070",3,2,2,2,2017-02-16
"65071",1,1,1,1,2017-01-28
"65072",1,1,2,1,2017-02-01
"65073",3,2,1,1,2017-01-25
"65074",1,1,2,1,2017-01-31
"65075",3,2,2,2,2017-01-25
"65076",3,2,2,2,2017-02-04
"65077",1,1,2,2,2017-01-26
"65078",3,2,0,1,2017-01-26
"65079",1,1,2,1,2017-02-15
"65080",3,2,2,2,2017-02-12
"65081",3,2,1,1,2017-01-29
"65082",3,2,2,2,2017-02-11
"65083",3,2,2,1,2017-02-10
"65084",3,2,2,2,2017-02-05
"65085",1,1,2,2,2017-01-25
"65086",1,1,3,2,2017-01-24
"65087",1,1,2,1,2017-01-31
"65088",1,1,0,1,2017-02-06
"65089",1,1,1,1,2017-01-26
"65090",1,1,1,1,2017-01-24
"65091",3,2,1,1,2017-01-29
"65092",1,1,1,2,2017-02-04
"65093",3,2,1,2,2017-02-12
"65094",1,1,1,2,2017-02-05
"65095",1,1,1,2,2017-01-28
"65096",3,2,1,1,2017-02-10
"65097",1,1,1,1,2017-01-25
"65098",1,1,0,1,2017-01-30
"65099",1,1,1,2,2017-01-27
"65100",2,4,2,2,2017-02-14
"65101",1,1,2,3,2017-02-07
"65102",1,1,1,2,2017-01-29
"65103",2,4,1,1,2017-02-11
"65104",1,1,2,2,2017-02-11
"65105",1,1,2,2,2017-02-14
"65106",1,1,1,2,2017-01-25
"65107",3,2,1,1,2017-02-09
"65108",3,2,1,1,2017-02-12
"65109",1,1,2,2,2017-02-11
"65110",4,2,1,1,2017-01-24
"65111",3,2,1,2,2017-02-09
"65112",3,2,2,1,2017-01-25
"65113",1,1,1,1,2017-01-26
"65114",3,2,1,0,2017-01-28
"65115",1,1,1,1,2017-01-31
"65116",1,1,1,1,2017-02-02
"65117",1,1,2,1,2017-02-05
"65118",1,1,2,2,2017-02-07
"65119",1,1,2,1,2017-01-28
"65120",3,2,2,2,2017-02-07
"65121",1,1,1,2,2017-01-31
"65122",3,2,1,1,2017-02-01
"65123",1,1,2,1,2017-01-29
"65124",1,1,1,1,2017-02-12
"65125",3,2,1,1,2017-01-26
"65126",1,1,2,2,2017-01-30
"65127",3,2,2,2,2017-02-03
"65128",3,2,2,2,2017-02-06
"65129",1,1,2,2,2017-01-29
"65130",3,2,1,1,2017-01-25
"65131",1,1,1,1,2017-01-28
"65132",1,1,1,1,2017-01-27
"65133",1,1,1,2,2017-02-09
"65134",3,2,1,2,2017-02-16
"65135",4,2,1,1,2017-01-25
"65136",1,1,1,1,2017-02-03
"65137",1,1,1,1,2017-01-28
"65138",3,2,1,2,2017-02-10
"65139",1,1,1,1,2017-02-07
"65140",3,2,1,0,2017-02-09
"65141",1,1,2,2,2017-01-26
"65142",1,1,2,1,2017-01-28
"65143",3,2,1,2,2017-02-05
"65144",1,1,2,2,2017-02-05
"65145",1,1,1,2,2017-02-10
"65146",1,1,1,2,2017-02-04
"65147",1,1,1,1,2017-01-24
"65148",1,1,2,1,2017-02-06
"65149",3,2,2,2,2017-01-25
"65150",1,1,2,2,2017-01-28
"65151",3,2,2,2,2017-02-11
"65152",1,1,1,1,2017-01-26
"65153",3,2,2,2,2017-02-11
"65154",3,2,1,2,2017-02-08
"65155",1,1,3,2,2017-01-26
"65156",1,1,2,2,2017-01-25
"65157",1,1,1,2,2017-01-25
"65158",1,1,2,2,2017-01-26
"65159",1,1,1,1,2017-02-09
"65160",1,1,1,2,2017-01-30
"65161",1,1,1,2,2017-02-06
"65162",1,1,2,2,2017-02-13
"65163",3,2,2,2,2017-02-02
"65164",2,4,1,1,2017-02-02
"65165",3,2,2,2,2017-02-04
"65166",1,1,1,1,2017-01-24
"65167",1,1,2,1,2017-02-12
"65168",1,1,1,1,2017-02-02
"65169",1,1,1,2,2017-02-13
"65170",1,1,2,2,2017-01-26
"65171",1,1,1,1,2017-02-02
"65172",1,1,1,1,2017-01-26
"65173",1,1,2,2,2017-01-28
"65174",1,1,1,1,2017-01-26
"65175",3,2,2,2,2017-02-07
"65176",1,1,1,1,2017-02-02
"65177",3,2,2,2,2017-01-29
"65178",0,1,1,1,2017-02-11
"65179",1,1,1,1,2017-02-10
"65180",3,2,1,2,2017-02-12
"65181",3,2,1,1,2017-01-26
"65182",3,2,2,3,2017-02-02
"65183",1,1,2,2,2017-01-30
"65184",3,2,2,1,2017-02-06
"65185",3,2,1,1,2017-02-12
"65186",1,1,2,2,2017-01-31
"65187",1,1,1,1,2017-01-28
"65188",1,1,1,1,2017-02-08
"65189",3,2,2,2,2017-02-03
"65190",1,1,1,2,2017-01-27
"65191",1,1,2,2,2017-01-27
"65192",1,1,1,2,2017-02-03
"65193",3,2,2,2,2017-01-30
"65194",1,1,2,2,2017-02-08
"65195",1,1,1,1,2017-01-31
"65196",1,1,2,1,2017-02-09
"65197",3,2,2,1,2017-02-10
"65198",3,2,2,1,2017-02-11
"65199",1,1,1,2,2017-02-11
"65200",1,1,2,2,2017-01-29
"65201",1,1,1,1,2017-01-25
"65202",3,2,2,1,2017-01-27
"65203",1,1,2,2,2017-01-30
"65204",1,1,2,2,2017-01-31
"65205",1,1,1,1,2017-02-12
"65206",1,1,2,2,2017-01-25
"65207",1,1,2,1,2017-02-05
"65208",3,2,2,2,2017-02-08
"65209",3,2,1,1,2017-02-06
"65210",3,2,1,2,2017-02-15
"65211",1,1,1,1,2017-02-07
"65212",1,1,1,1,2017-02-10
"65213",3,2,1,1,2017-02-04
"65214",1,1,3,1,2017-02-12
"65215",3,2,1,1,2017-02-02
"65216",1,1,1,2,2017-02-14
"65217",3,2,2,2,2017-01-26
"65218",1,1,2,1,2017-01-25
"65219",3,2,1,1,2017-01-30
"65220",1,1,2,1,2017-02-04
"65221",1,1,1,0,2017-01-25
"65222",1,1,1,1,2017-02-02
"65223",3,2,1,1,2017-01-28
"65224",1,1,2,2,2017-02-05
"65225",3,2,2,2,2017-01-28
"65226",3,2,1,1,2017-02-15
"65227",3,2,2,1,2017-02-15
"65228",1,1,2,1,2017-01-28
"65229",1,1,1,1,2017-01-29
"65230",1,1,1,2,2017-02-07
"65231",3,2,2,2,2017-02-05
"65232",1,1,1,2,2017-01-26
"65233",1,1,2,2,2017-02-04
"65234",1,1,1,1,2017-01-30
"65235",1,1,1,1,2017-02-03
"65236",1,1,2,1,2017-02-13
"65237",1,1,1,1,2017-01-26
"65238",1,1,2,2,2017-02-03
"65239",1,1,1,1,2017-01-29
"65240",1,1,1,2,2017-02-13
"65241",1,1,2,2,2017-01-26
"65242",1,1,1,2,2017-01-26
"65243",1,1,1,1,2017-01-27
"65244",1,1,2,2,2017-02-02
"65245",1,1,1,2,2017-01-26
"65246",3,2,2,1,2017-02-09
"65247",1,1,0,0,2017-01-28
"65248",1,1,1,3,2017-02-09
"65249",3,2,3,2,2017-02-13
"65250",3,2,1,1,2017-02-14
"65251",1,1,2,2,2017-02-06
"65252",1,1,2,1,2017-01-29
"65253",1,1,2,2,2017-01-25
"65254",3,2,1,2,2017-01-27
"65255",3,2,2,1,2017-02-12
"65256",1,1,1,1,2017-02-10
"65257",1,1,1,1,2017-02-14
"65258",1,1,1,2,2017-02-02
"65259",1,1,2,2,2017-02-14
"65260",1,1,2,2,2017-02-05
"65261",1,1,1,1,2017-01-28
"65262",1,1,1,1,2017-01-27
"65263",1,1,2,1,2017-02-07
"65264",1,1,2,2,2017-01-24
"65265",1,1,2,2,2017-01-29
"65266",3,2,2,1,2017-02-14
"65267",1,1,1,1,2017-01-26
"65268",1,1,2,2,2017-01-27
"65269",1,1,1,0,2017-01-29
"65270",1,1,1,1,2017-01-28
"65271",1,1,2,2,2017-02-06
"65272",3,2,2,3,2017-02-05
"65273",3,2,1,2,2017-02-04
"65274",3,2,2,2,2017-02-03
"65275",3,2,1,2,2017-02-07
"65276",1,1,0,1,2017-02-02
"65277",1,1,1,1,2017-01-31
"65278",3,2,1,0,2017-02-04
"65279",1,1,1,1,2017-01-24
"65280",1,1,1,1,2017-02-05
"65281",1,1,0,1,2017-02-10
"65282",1,1,1,2,2017-02-04
"65283",1,1,1,1,2017-02-07
"65284",1,1,1,1,2017-01-31
"65285",1,1,2,3,2017-01-25
"65286",4,2,1,2,2017-01-26
"65287",3,2,1,1,2017-01-30
"65288",1,1,1,2,2017-01-28
"65289",1,1,1,2,2017-02-10
"65290",1,1,1,1,2017-02-06
"65291",1,1,2,1,2017-01-26
"65292",1,1,1,1,2017-02-09
"65293",1,1,2,1,2017-01-27
"65294",1,1,1,2,2017-02-01
"65295",3,2,1,2,2017-02-02
"65296",3,2,2,1,2017-01-26
"65297",1,1,1,1,2017-02-10
"65298",3,2,2,2,2017-02-11
"65299",1,1,1,1,2017-01-30
"65300",1,1,1,1,2017-02-11
"65301",1,1,1,2,2017-02-02
"65302",1,1,0,1,2017-01-27
"65303",1,1,2,1,2017-02-01
"65304",1,1,1,2,2017-02-05
"65305",3,2,1,2,2017-02-11
"65306",1,1,1,1,2017-01-26
"65307",3,2,2,2,2017-02-03
"65308",1,1,2,1,2017-01-29
"65309",3,2,1,2,2017-02-12
"65310",1,1,2,2,2017-02-04
"65311",3,2,1,2,2017-01-27
"65312",1,1,2,2,2017-02-08
"65313",1,1,1,1,2017-02-03
"65314",1,1,2,2,2017-01-28
"65315",1,1,1,2,2017-01-28
"65316",1,1,1,1,2017-02-11
"65317",1,1,2,1,2017-01-24
"65318",3,2,2,2,2017-01-30
"65319",3,2,2,1,2017-01-29
"65320",1,1,2,2,2017-01-29
"65321",3,2,2,1,2017-02-14
"65322",1,1,1,1,2017-02-09
"65323",3,2,1,1,2017-01-25
"65324",3,2,1,2,2017-02-07
"65325",3,2,2,2,2017-02-06
"65326",3,2,2,2,2017-02-08
"65327",1,1,1,2,2017-02-14
"65328",1,1,2,2,2017-02-01
"65329",1,1,1,1,2017-01-31
"65330",1,1,1,1,2017-01-27
"65331",3,2,2,2,2017-01-28
"65332",1,1,1,2,2017-01-28
"65333",1,1,1,1,2017-02-08
"65334",1,1,1,2,2017-01-25
"65335",1,1,1,1,2017-01-29
"65336",1,1,1,1,2017-02-11
"65337",3,2,1,1,2017-02-05
"65338",1,1,2,2,2017-01-26
"65339",3,2,1,1,2017-02-04
"65340",1,1,2,3,2017-02-07
"65341",1,1,2,2,2017-02-06
"65342",1,1,2,2,2017-01-31
"65343",1,1,2,2,2017-02-07
"65344",1,1,1,1,2017-01-25
"65345",1,1,1,1,2017-01-27
"65346",1,1,1,1,2017-02-01
"65347",0,1,2,2,2017-02-04
"65348",1,1,2,1,2017-01-31
"65349",1,1,1,1,2017-01-25
"65350",3,2,1,1,2017-02-04
"65351",1,1,1,1,2017-02-11
"65352",1,1,1,2,2017-01-24
"65353",1,1,2,1,2017-02-02
"65354",1,1,1,2,2017-02-06
"65355",3,2,1,1,2017-02-10
"65356",1,1,1,0,2017-02-10
"65357",1,1,1,2,2017-02-03
"65358",4,2,1,1,2017-01-26
"65359",3,2,2,1,2017-02-11
"65360",3,2,2,2,2017-01-31
"65361",1,1,1,1,2017-02-07
"65362",3,2,1,1,2017-01-25
"65363",1,1,1,2,2017-02-06
"65364",1,1,1,1,2017-01-29
"65365",1,1,1,2,2017-01-29
"65366",1,1,1,2,2017-01-28
"65367",1,1,2,2,2017-02-04
"65368",1,1,2,0,2017-01-30
"65369",1,1,1,1,2017-02-15
"65370",3,2,1,0,2017-02-05
"65371",3,2,1,1,2017-01-29
"65372",3,2,2,2,2017-02-05
"65373",1,1,3,2,2017-01-30
"65374",1,1,2,2,2017-01-29
"65375",1,1,0,1,2017-02-05
"65376",1,1,2,2,2017-01-28
"65377",1,1,2,2,2017-01-26
"65378",1,1,2,1,2017-01-25
"65379",3,2,2,1,2017-02-15
"65380",1,1,1,1,2017-02-11
"65381",3,2,2,2,2017-01-29
"65382",3,2,2,1,2017-02-07
"65383",1,1,1,1,2017-02-08
"65384",3,2,2,2,2017-02-04
"65385",3,2,1,1,2017-02-06
"65386",3,2,1,1,2017-01-28
"65387",1,1,2,2,2017-01-25
"65388",1,1,1,2,2017-01-27
"65389",1,1,2,2,2017-01-29
"65390",3,2,1,1,2017-02-09
"65391",1,1,1,2,2017-02-04
"65392",1,1,2,1,2017-01-28
"65393",3,2,2,3,2017-02-09
"65394",3,2,2,2,2017-01-27
"65395",1,1,1,1,2017-01-27
"65396",3,2,2,2,2017-02-03
"65397",1,1,2,1,2017-02-10
"65398",3,2,1,1,2017-02-08
"65399",3,2,1,1,2017-02-16
"65400",1,1,2,2,2017-02-04
"65401",1,1,2,2,2017-01-31
"65402",3,2,2,2,2017-02-14
"65403",1,1,1,1,2017-01-31
"65404",3,2,2,1,2017-02-12
"65405",3,2,2,1,2017-01-28
"65406",3,2,1,1,2017-02-07
"65407",1,1,1,2,2017-02-01
"65408",1,1,2,2,2017-01-26
"65409",3,2,1,1,2017-01-31
"65410",1,1,1,1,2017-02-05
"65411",3,2,2,2,2017-02-08
"65412",3,2,1,1,2017-02-02
"65413",3,2,2,2,2017-02-08
"65414",3,2,1,1,2017-01-29
"65415",1,1,2,2,2017-01-26
"65416",3,2,2,1,2017-02-08
"65417",1,1,1,1,2017-02-15
"65418",1,1,1,1,2017-01-25
"65419",1,1,1,1,2017-02-14
"65420",3,2,1,1,2017-02-09
"65421",1,1,2,2,2017-01-31
"65422",3,2,2,2,2017-01-31
"65423",1,1,2,2,2017-02-10
"65424",1,1,1,2,2017-02-07
"65425",1,1,1,1,2017-01-28
"65426",1,1,1,1,2017-01-27
"65427",3,2,1,1,2017-02-08
"65428",1,1,2,2,2017-01-30
"65429",1,1,1,2,2017-02-13
"65430",1,1,2,1,2017-01-26
"65431",3,2,2,1,2017-01-27
"65432",1,1,2,1,2017-02-05
"65433",3,2,1,0,2017-02-02
"65434",1,1,1,1,2017-01-28
"65435",1,1,1,1,2017-01-30
"65436",3,2,1,2,2017-01-25
"65437",3,2,2,1,2017-02-05
"65438",1,1,2,1,2017-02-14
"65439",1,1,1,1,2017-02-01
"65440",2,4,2,2,2017-02-12
"65441",2,4,2,2,2017-02-02
"65442",1,1,2,2,2017-02-03
"65443",1,1,1,1,2017-01-28
"65444",1,1,1,1,2017-02-06
"65445",1,1,2,2,2017-01-31
"65446",1,1,2,2,2017-02-01
"65447",1,1,2,1,2017-01-26
"65448",1,1,2,2,2017-01-31
"65449",3,2,2,1,2017-02-03
"65450",1,1,2,1,2017-01-26
"65451",1,1,2,2,2017-02-13
"65452",3,2,1,1,2017-01-28
"65453",3,2,2,2,2017-01-25
"65454",3,2,1,2,2017-01-28
"65455",1,1,2,1,2017-01-30
"65456",1,1,2,2,2017-01-28
"65457",1,1,1,1,2017-02-08
"65458",3,2,1,2,2017-01-27
"65459",1,1,1,3,2017-01-27
"65460",1,1,1,1,2017-02-01
"65461",1,1,1,2,2017-02-04
"65462",1,1,1,1,2017-02-11
"65463",1,1,2,2,2017-01-24
"65464",1,1,2,2,2017-01-26
"65465",1,1,2,3,2017-02-09
"65466",3,2,1,1,2017-02-11
"65467",1,1,1,2,2017-01-26
"65468",3,2,1,1,2017-01-30
"65469",1,1,1,1,2017-02-06
"65470",1,1,2,1,2017-01-29
"65471",1,1,2,2,2017-02-14
"65472",3,2,1,2,2017-01-27
"65473",3,2,2,1,2017-01-28
"65474",3,2,1,1,2017-01-26
"65475",1,1,1,2,2017-02-01
"65476",1,1,2,0,2017-02-15
"65477",1,1,2,1,2017-01-26
"65478",1,1,2,2,2017-01-30
"65479",3,2,2,2,2017-02-07
"65480",3,2,2,1,2017-02-15
"65481",3,2,1,1,2017-01-27
"65482",1,1,1,1,2017-01-28
"65483",1,1,1,2,2017-02-03
"65484",0,1,1,1,2017-02-05
"65485",1,1,1,1,2017-02-06
"65486",3,2,2,1,2017-01-31
"65487",3,2,2,1,2017-01-31
"65488",0,1,2,2,2017-02-16
"65489",3,2,1,1,2017-02-01
"65490",3,2,1,1,2017-01-27
"65491",1,1,2,2,2017-02-16
"65492",1,1,2,1,2017-02-08
"65493",1,1,1,2,2017-01-24
"65494",3,2,1,1,2017-02-16
"65495",3,2,1,1,2017-02-15
"65496",1,1,1,2,2017-02-02
"65497",1,1,1,2,2017-01-25
"65498",3,2,1,1,2017-02-09
"65499",1,1,2,1,2017-01-25
"65500",1,1,1,1,2017-02-05
"65501",1,1,1,1,2017-02-05
"65502",1,1,1,1,2017-01-29
"65503",1,1,2,1,2017-01-25
"65504",1,1,2,1,2017-02-14
"65505",1,1,1,2,2017-01-29
"65506",1,1,1,2,2017-01-28
"65507",1,1,1,1,2017-01-29
"65508",1,1,2,1,2017-01-25
"65509",1,1,1,1,2017-02-11
