"","InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"102348","545014","85099C","JUMBO  BAG BAROQUE BLACK WHITE",10,"2/25/2011 13:15",1.95,18223,"United Kingdom"
"85542","C543475","84881","BLUE WIRE SPIRAL CANDLE HOLDER",-1,"2/8/2011 15:15",6.35,14415,"United Kingdom"
"311096","564221","20685","DOORMAT RED RETROSPOT",2,"8/24/2011 9:36",16.63,NA,"United Kingdom"
"445041","574749","22534","MAGIC DRAWING SLATE SPACEBOY ",24,"11/7/2011 8:54",0.42,15150,"United Kingdom"
"131088","547547","22798","ANTIQUE GLASS DRESSING TABLE POT",2,"3/23/2011 15:30",5.79,NA,"United Kingdom"
"240325","C558097","82483","WOOD 2 DRAWER CABINET WHITE FINISH",-2,"6/26/2011 13:29",6.95,15532,"United Kingdom"
"34665","539417","22164","STRING OF STARS CARD HOLDER",6,"12/17/2010 13:57",2.95,17007,"United Kingdom"
"507162","579167","85066","CREAM SWEETHEART MINI CHEST",2,"11/28/2011 14:06",12.75,16800,"United Kingdom"
"205040","554702","22030","SWALLOWS GREETING CARD",12,"5/26/2011 9:45",0.42,15805,"United Kingdom"
"233261","557466","21121","SET/10 RED POLKADOT PARTY CANDLES",24,"6/20/2011 13:08",1.25,13815,"Germany"
"306804","563845","22046","TEA PARTY  WRAPPING PAPER ",25,"8/19/2011 14:39",0.42,12991,"United Kingdom"
"333822","566219","20713","JUMBO BAG OWLS",10,"9/9/2011 15:51",2.08,17426,"United Kingdom"
"60462","541422","21706","FOLDING UMBRELLA RED/WHITE POLKADOT",2,"1/17/2011 17:48",3.29,NA,"United Kingdom"
"146624","549007","21398","RED POLKADOT COFFEE  MUG",48,"4/5/2011 14:38",0.39,17470,"United Kingdom"
"416564","572553","22434","BALLOON PUMP WITH 10 BALLOONS",1,"10/24/2011 17:09",4.13,NA,"United Kingdom"
"169870","551269","21755","LOVE BUILDING BLOCK WORD",3,"4/27/2011 12:21",5.95,12840,"United Kingdom"
"440362","574532","22338","STAR DECORATION PAINTED ZINC ",96,"11/4/2011 14:19",0.19,15676,"United Kingdom"
"469646","576601","85048","15CM CHRISTMAS GLASS BALL 20 LIGHTS",1,"11/15/2011 15:10",7.95,14595,"United Kingdom"
"236148","557739","85049A","TRADITIONAL CHRISTMAS RIBBONS",3,"6/22/2011 11:43",1.25,13780,"United Kingdom"
"205088","554708","23088","ZINC HEART FLOWER T-LIGHT HOLDER",8,"5/26/2011 10:25",1.25,16449,"United Kingdom"
"142496","548612","21212","PACK OF 72 RETROSPOT CAKE CASES",5,"4/1/2011 11:34",0.55,13137,"United Kingdom"
"415658","572549","22197","POPCORN HOLDER",1,"10/24/2011 17:03",1.63,NA,"United Kingdom"
"98620","544681","22559","SEASIDE FLYING DISC",1,"2/22/2011 16:28",2.46,NA,"United Kingdom"
"131203","547548","47593A","CAROUSEL PONIES BABY BIB",2,"3/23/2011 15:37",0.29,15644,"United Kingdom"
"384747","570179","22733","3D TRADITIONAL CHRISTMAS STICKERS",18,"10/7/2011 14:27",1.25,17509,"United Kingdom"
"89232","543832","82552","WASHROOM METAL SIGN",12,"2/14/2011 10:10",1.45,13381,"United Kingdom"
"251968","559057","22151","PLACE SETTING WHITE HEART",24,"7/6/2011 9:46",0.42,13089,"United Kingdom"
"163667","550621","21165","BEWARE OF THE CAT METAL SIGN ",3,"4/19/2011 13:41",1.69,13263,"United Kingdom"
"280817","561502","22845","VINTAGE CREAM CAT FOOD CONTAINER",2,"7/27/2011 14:14",6.35,14305,"United Kingdom"
"40072","539722","22112","CHOCOLATE HOT WATER BOTTLE",9,"12/21/2010 13:45",4.95,14911,"EIRE"
"224653","556541","23092","LARGE ANTIQUE WHITE PHOTO FRAME",4,"6/13/2011 12:52",7.9,13552,"United Kingdom"
"205741","554835","21535","RED RETROSPOT SMALL MILK JUG",6,"5/26/2011 16:11",2.55,15241,"United Kingdom"
"331277","566006","23334","IVORY WICKER HEART SMALL",48,"9/8/2011 12:01",0.63,13018,"United Kingdom"
"135356","547892","23000","TRAVEL CARD WALLET TRANSPORT",24,"3/28/2011 10:15",0.42,12669,"France"
"466818","576329","22838","3 TIER CAKE TIN RED AND CREAM",1,"11/14/2011 15:22",29.13,NA,"United Kingdom"
"541490","581498","23311","VINTAGE CHRISTMAS STOCKING ",6,"12/9/2011 10:26",4.96,NA,"United Kingdom"
"366685","568787","84600","NEW BAROQUE JEWELLERY BOX ",6,"9/29/2011 9:19",7.95,13741,"United Kingdom"
"18308","537818","22650","CERAMIC PIRATE CHEST MONEY BANK",12,"12/8/2010 13:53",1.45,12766,"Portugal"
"19438","C537860","37370","RETRO COFFEE MUGS ASSORTED",-12,"12/8/2010 16:15",1.25,16252,"United Kingdom"
"344249","566988","22585","PACK OF 6 BIRDY GIFT TAGS",12,"9/16/2011 10:56",1.25,16709,"United Kingdom"
"146156","548974","22722","SET OF 6 SPICE TINS PANTRY DESIGN",4,"4/5/2011 11:47",3.95,15194,"United Kingdom"
"14222","537467","22834","HAND WARMER BABUSHKA DESIGN",2,"12/7/2010 10:36",2.1,16059,"United Kingdom"
"536752","581219","84030E","ENGLISH ROSE HOT WATER BOTTLE",1,"12/8/2011 9:28",8.29,NA,"United Kingdom"
"464674","576176","22383","LUNCH BAG SUKI DESIGN ",1,"11/14/2011 11:04",1.65,16936,"United Kingdom"
"498809","578541","21671","RED SPOT CERAMIC DRAWER KNOB",6,"11/24/2011 15:01",1.45,14277,"France"
"516928","580022","23084","RABBIT NIGHT LIGHT",6,"12/1/2011 11:44",2.08,14289,"United Kingdom"
"434215","574034","85045","GREEN CHRISTMAS TREE STRING 20LIGHT",2,"11/2/2011 12:45",4.95,17841,"United Kingdom"
"415747","572549","23329","DECORATIVE WICKER HEART LARGE",1,"10/24/2011 17:03",3.29,NA,"United Kingdom"
"279266","561257","23161","REGENCY CAKE FORK",120,"7/26/2011 12:00",1.04,14911,"EIRE"
"103330","545060","22413","METAL SIGN TAKE IT OR LEAVE IT ",2,"2/27/2011 13:47",2.95,15547,"United Kingdom"
"40270","539735","21559","STRAWBERRY LUNCH BOX WITH CUTLERY",1,"12/21/2010 15:17",5.06,NA,"United Kingdom"
"210233","555277","22698","PINK REGENCY TEACUP AND SAUCER",1,"6/1/2011 17:30",5.79,NA,"United Kingdom"
"348154","567378","23189","SET OF 12 FORK CANDLES",6,"9/20/2011 10:01",2.89,14911,"EIRE"
"145997","548952","22999","TRAVEL CARD WALLET RETRO PETALS",8,"4/5/2011 10:46",0.42,15572,"United Kingdom"
"369020","569008","23252","VINTAGE RED ENAMEL TRIM JUG ",4,"9/29/2011 18:53",3.75,15114,"United Kingdom"
"487098","577768","84792","ENCHANTED BIRD COATHANGER 5 HOOK",1,"11/21/2011 15:18",9.13,NA,"United Kingdom"
"245093","558571","23123","COCKTAIL SWORDS 50 PIECES",12,"6/30/2011 14:46",0.83,17017,"United Kingdom"
"237169","557804","84755","COLOUR GLASS T-LIGHT HOLDER HANGING",48,"6/23/2011 10:24",0.65,18198,"United Kingdom"
"145144","548868","84879","ASSORTED COLOUR BIRD ORNAMENT",8,"4/4/2011 14:28",1.69,13015,"United Kingdom"
"529966","580760","22645","CERAMIC HEART FAIRY CAKE MONEY BANK",36,"12/6/2011 10:30",0.39,12877,"United Kingdom"
"79784","543005","22565","FELTCRAFT HAIRBANDS PINK AND WHITE ",12,"2/2/2011 12:42",0.85,16378,"United Kingdom"
"56791","541115","22313","OFFICE MUG WARMER PINK",12,"1/13/2011 15:34",2.95,12578,"Italy"
"452962","575477","21943","CAKES AND RABBITS DESIGN FLANNEL ",1,"11/9/2011 16:14",1.63,NA,"United Kingdom"
"483591","577504","21212","PACK OF 72 RETROSPOT CAKE CASES",2,"11/20/2011 12:36",0.55,14159,"United Kingdom"
"41561","539920","22797","CHEST OF DRAWERS GINGHAM HEART ",2,"12/23/2010 11:06",16.95,14085,"United Kingdom"
"136319","547960","22553","PLASTERS IN TIN SKULLS",2,"3/28/2011 15:27",1.65,15644,"United Kingdom"
"498610","578531","22420","LIPSTICK PEN BABY PINK",1,"11/24/2011 14:40",0.42,17364,"United Kingdom"
"5637","536865","22632","HAND WARMER RED RETROSPOT",2,"12/3/2010 11:28",4.21,NA,"United Kingdom"
"7594","537047","22579","WOODEN TREE CHRISTMAS SCANDINAVIAN",5,"12/5/2010 11:02",0.85,13069,"United Kingdom"
"6564","536956","22115","METAL SIGN EMPIRE TEA",6,"12/3/2010 12:43",2.95,14210,"United Kingdom"
"282104","561625","21403","BLUE EGG  SPOON",24,"7/28/2011 14:03",0.12,16843,"United Kingdom"
"7114","536989","15056BL","EDWARDIAN PARASOL BLACK",1,"12/3/2010 15:10",5.95,17238,"United Kingdom"
"436347","574100","22751","FELTCRAFT PRINCESS OLIVIA DOLL",1,"11/3/2011 10:13",3.75,14098,"United Kingdom"
"500410","578781","84201B","HAPPY BIRTHDAY CARD STRIPEY TEDDY",1,"11/25/2011 11:54",0.19,15872,"United Kingdom"
"506343","579135","23321","SMALL WHITE HEART OF WICKER",3,"11/28/2011 12:44",1.65,18096,"United Kingdom"
"117832","546406","22999","TRAVEL CARD WALLET RETRO PETALS",5,"3/11/2011 16:21",0.83,NA,"United Kingdom"
"394145","570871","22104","MIRROR MOSAIC CANDLE PLATE",2,"10/12/2011 16:36",1.63,NA,"United Kingdom"
"11358","537240","85175","CACTI T-LIGHT CANDLES",1,"12/6/2010 10:08",13.57,NA,"United Kingdom"
"148009","549155","82583","HOT BATHS METAL SIGN",1,"4/6/2011 17:08",4.13,NA,"United Kingdom"
"96194","544479","22243","5 HOOK HANGER RED MAGIC TOADSTOOL",288,"2/21/2011 10:28",1.45,14646,"Netherlands"
"89573","543911","85150","LADIES & GENTLEMEN METAL SIGN",24,"2/14/2011 12:46",2.55,17829,"United Arab Emirates"
"457042","575729","84952A","CLEAR LOVE BIRD T-LIGHT HOLDER",6,"11/10/2011 19:49",3.75,17932,"United Kingdom"
"73939","542397","22933","BAKING MOULD EASTER EGG MILK CHOC",48,"1/27/2011 15:22",2.55,13328,"United Kingdom"
"155841","550017","22859","EASTER TIN BUNNY BOUQUET",12,"4/14/2011 11:07",1.65,17865,"United Kingdom"
"525517","580632","22804","PINK HANGING HEART T-LIGHT HOLDER",2,"12/5/2011 12:16",2.95,16360,"United Kingdom"
"300343","563195","20713","JUMBO BAG OWLS",1,"8/12/2011 16:36",4.13,NA,"United Kingdom"
"57314","541202","20711","JUMBO BAG TOYS ",10,"1/14/2011 12:09",1.95,17581,"United Kingdom"
"133165","547729","16156S","WRAP PINK FAIRY CAKES ",25,"3/25/2011 10:52",0.42,15529,"United Kingdom"
"445733","574856","84509c","SET OF 4 POLKADOT PLACEMATS ",1,"11/7/2011 12:06",7.46,NA,"United Kingdom"
"178047","552229","22386","JUMBO BAG PINK POLKADOT",1,"5/6/2011 15:40",4.13,NA,"United Kingdom"
"73110","542303","37444C","PINK BREAKFAST CUP AND SAUCER ",4,"1/27/2011 11:05",2.95,12539,"Spain"
"133023","547716","84692","BOX OF 24 COCKTAIL PARASOLS",25,"3/25/2011 8:52",0.42,16833,"United Kingdom"
"34861","539434","21216","SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,"12/17/2010 14:41",11.02,NA,"United Kingdom"
"459004","575856","23367","SET 12 COLOUR PENCILS SPACEBOY ",1,"11/11/2011 12:28",0.65,16386,"United Kingdom"
"218466","556045","21930","JUMBO STORAGE BAG SKULLS",10,"6/8/2011 12:54",2.08,15764,"United Kingdom"
"505852","579101","23319","BOX OF 6 MINI 50'S CRACKERS",6,"11/28/2011 11:27",2.49,16364,"United Kingdom"
"138101","548191","21458","2 PICTURE BOOK EGGS EASTER BUNNY",3,"3/29/2011 15:20",2.46,NA,"United Kingdom"
"201664","554310","23173","REGENCY TEAPOT ROSES ",1,"5/23/2011 15:25",19.96,NA,"United Kingdom"
"141232","548504","22041","RECORD FRAME 7"" SINGLE SIZE ",1,"3/31/2011 14:33",4.96,NA,"United Kingdom"
"414415","572457","22939","ADULT APRON APPLE DELIGHT",12,"10/24/2011 12:44",4.95,12594,"Italy"
"490143","578041","82483","WOOD 2 DRAWER CABINET WHITE FINISH",2,"11/22/2011 14:23",6.95,17338,"United Kingdom"
"5714","536874","22405","MONEY BOX POCKET MONEY DESIGN",1,"12/3/2010 11:35",1.25,16891,"United Kingdom"
"532441","580983","22940","FELTCRAFT CHRISTMAS FAIRY",1,"12/6/2011 16:26",8.29,NA,"United Kingdom"
"523158","580502","20986","BLUE CALCULATOR RULER",6,"12/4/2011 13:15",1.25,16931,"United Kingdom"
"507772","579187","23214","JINGLE BELL HEART ANTIQUE GOLD",3,"11/28/2011 15:31",4.13,NA,"United Kingdom"
"278412","561214","22851","SET 20 NAPKINS FAIRY CAKES DESIGN ",3,"7/25/2011 17:00",1.63,NA,"United Kingdom"
"464025","576076","22809","SET OF 6 T-LIGHTS SANTA",1,"11/13/2011 16:18",2.95,14382,"United Kingdom"
"320012","564958","23347","I LOVE LONDON BEAKER",12,"8/31/2011 13:56",1.25,13089,"United Kingdom"
"83530","543309","77101A","UNION FLAG WINDSOCK",1,"2/7/2011 12:05",1.25,18118,"United Kingdom"
"36673","539451","22426","ENAMEL WASH BOWL CREAM",1,"12/17/2010 16:59",7.62,NA,"United Kingdom"
"26045","538453","21864","UNION JACK FLAG PASSPORT COVER ",1,"12/12/2010 12:26",2.1,16779,"United Kingdom"
"407170","571847","23349","ROLL WRAP VINTAGE CHRISTMAS",12,"10/19/2011 12:39",1.25,15220,"United Kingdom"
"134187","547830","22241","GARLAND WOODEN HAPPY EASTER",2,"3/25/2011 15:50",2.46,NA,"United Kingdom"
"464881","576189","22753","SMALL YELLOW BABUSHKA NOTEBOOK ",2,"11/14/2011 11:33",0.85,14684,"United Kingdom"
"384162","570108","20723","STRAWBERRY CHARLOTTE BAG",10,"10/7/2011 12:25",0.85,13004,"United Kingdom"
"433431","573916","22435","SET OF 9 HEART SHAPED BALLOONS",1,"11/1/2011 15:57",1.25,NA,"United Kingdom"
"285139","561894","85053","FRENCH ENAMEL CANDLEHOLDER",1,"7/31/2011 15:00",2.1,14456,"United Kingdom"
"282232","561631","23171","REGENCY TEA PLATE GREEN ",12,"7/28/2011 14:27",1.65,14911,"EIRE"
"443425","574700","23014","GLASS APOTHECARY BOTTLE ELIXIR",1,"11/6/2011 13:53",3.95,16033,"United Kingdom"
"101190","544906","21878","PACK OF 6 SANDCASTLE FLAGS ASSORTED",24,"2/24/2011 14:13",0.85,17017,"United Kingdom"
"399919","571289","22457","NATURAL SLATE HEART CHALKBOARD ",12,"10/16/2011 15:27",2.95,15113,"United Kingdom"
"232222","557311","22296","HEART IVORY TRELLIS LARGE",6,"6/19/2011 15:36",1.65,15700,"United Kingdom"
"14080","537457","21908","CHOCOLATE THIS WAY METAL SIGN",48,"12/7/2010 9:51",1.85,17511,"United Kingdom"
"440030","574501","23504","PLAYING CARDS JUBILEE UNION JACK",2,"11/4/2011 13:15",1.25,12577,"France"
"390195","570500","20718","RED RETROSPOT SHOPPER BAG",1,"10/11/2011 9:19",1.25,15858,"United Kingdom"
"425699","573335","84880","WHITE WIRE EGG HOLDER",1,"10/30/2011 11:35",7.5,15059,"United Kingdom"
"373678","569347","85086A","",-6,"10/3/2011 14:38",0,NA,"United Kingdom"
"113898","545999","22488","NATURAL SLATE RECTANGLE CHALKBOARD",12,"3/8/2011 14:44",1.65,13089,"United Kingdom"
"350791","567656","22817","CARD SUKI BIRTHDAY",2,"9/21/2011 14:40",0.42,14096,"United Kingdom"
"323664","565326","21636","MADRAS NOTEBOOK MEDIUM",2,"9/2/2011 13:41",0.75,16706,"United Kingdom"
"215178","555649","21990","MODERN FLORAL STATIONERY SET",12,"6/6/2011 13:47",1.25,15386,"United Kingdom"
"469879","576614","22895","SET OF 2 TEA TOWELS APPLE AND PEARS",2,"11/15/2011 16:38",3.25,12933,"United Kingdom"
"397446","571184","22158","3 HEARTS HANGING DECORATION RUSTIC",32,"10/14/2011 11:09",2.95,15478,"United Kingdom"
"378882","569669","22654","DELUXE SEWING KIT ",1,"10/5/2011 13:47",5.95,14730,"United Kingdom"
"344107","566985","22385","JUMBO BAG SPACEBOY DESIGN",3,"9/16/2011 10:42",4.13,NA,"United Kingdom"
"44465","540178","20973","12 PENCIL SMALL TUBE WOODLAND",24,"1/5/2011 12:42",0.65,12681,"France"
"495980","578344","21314","SMALL GLASS HEART TRINKET POT",5,"11/24/2011 9:21",4.13,NA,"United Kingdom"
"142822","548648","82552","WASHROOM METAL SIGN",12,"4/1/2011 13:20",1.45,12949,"United Kingdom"
"173268","551668","22444","",-10,"5/3/2011 12:37",0,NA,"United Kingdom"
"352545","567673","22668","PINK BABY BUNTING",3,"9/21/2011 15:43",5.79,NA,"United Kingdom"
"229368","557034","22771","CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",12,"6/16/2011 13:50",1.25,13627,"United Kingdom"
"482526","577476","21754","HOME BUILDING BLOCK WORD",12,"11/20/2011 11:31",6.25,12540,"Spain"
"282153","561626","21340","CLASSIC METAL BIRDCAGE PLANT HOLDER",1,"7/28/2011 14:03",12.75,14898,"United Kingdom"
"394919","570888","22747","POPPY'S PLAYHOUSE BATHROOM",6,"10/13/2011 10:26",2.1,17509,"United Kingdom"
"424716","573280","85066","CREAM SWEETHEART MINI CHEST",2,"10/28/2011 13:42",12.75,14221,"United Kingdom"
"1482","536544","21977","PACK OF 60 PINK PAISLEY CAKE CASES",1,"12/1/2010 14:32",1.28,NA,"United Kingdom"
"366025","568719","22037","ROBOT BIRTHDAY CARD",2,"9/28/2011 16:19",0.83,NA,"United Kingdom"
"55274","540983","47566B","TEA TIME PARTY BUNTING",50,"1/12/2011 15:36",3.75,15171,"United Kingdom"
"137260","548150","84978","HANGING HEART JAR T-LIGHT HOLDER",36,"3/29/2011 12:55",1.06,17315,"United Kingdom"
"256190","559463","84600","NEW BAROQUE JEWELLERY BOX ",1,"7/8/2011 13:23",7.95,17965,"United Kingdom"
"469662","576602","23569","TRADTIONAL ALPHABET STAMP SET",8,"11/15/2011 15:20",4.95,14156,"EIRE"
"3033","536592","90192","JADE DROP EARRINGS W FILIGREE",1,"12/1/2010 17:06",5.09,NA,"United Kingdom"
"154797","549947","22151","PLACE SETTING WHITE HEART",96,"4/13/2011 12:47",0.42,18260,"United Kingdom"
"508475","579196","20723","STRAWBERRY CHARLOTTE BAG",1,"11/28/2011 15:54",1.63,14096,"United Kingdom"
"463748","576071","23202","JUMBO BAG VINTAGE LEAF",1,"11/13/2011 16:03",2.08,18069,"United Kingdom"
"209914","555275","85131D","BEADED CRYSTAL HEART PINK ON STICK",3,"6/1/2011 17:18",0.83,NA,"United Kingdom"
"378593","569653","16008","SMALL FOLDING SCISSOR(POINTED EDGE)",24,"10/5/2011 12:52",0.12,12451,"Switzerland"
"385706","570211","22427","ENAMEL FLOWER JUG CREAM",1,"10/9/2011 11:15",5.95,13558,"United Kingdom"
"28843","538660","22729","ALARM CLOCK BAKELIKE ORANGE",6,"12/13/2010 15:37",3.75,15808,"United Kingdom"
"217324","555923","23203","JUMBO BAG DOILEY PATTERNS",2,"6/7/2011 17:09",4.13,NA,"United Kingdom"
"344046","566979","22568","FELTCRAFT CUSHION OWL",4,"9/16/2011 9:54",3.75,13141,"United Kingdom"
"450561","575176","23267","SET OF 4 SANTA PLACE SETTINGS",2,"11/8/2011 18:29",2.46,NA,"United Kingdom"
"268025","560368","22197","POPCORN HOLDER",2,"7/18/2011 12:25",0.85,17841,"United Kingdom"
"17758","537774","84347","ROTATING SILVER ANGELS T-LIGHT HLDR",48,"12/8/2010 12:40",2.55,14060,"United Kingdom"
"186582","552872","21673","WHITE SPOT BLUE CERAMIC DRAWER KNOB",24,"5/12/2011 9:09",1.25,16985,"United Kingdom"
"355792","567971","22616","PACK OF 12 LONDON TISSUES ",96,"9/23/2011 10:04",0.39,16681,"United Kingdom"
"188373","553035","23072","MARIE ANTOINETTE TRINKET BOX SILVER",1,"5/12/2011 20:13",12.5,17337,"United Kingdom"
"336915","566408","21014","SWISS CHALET TREE DECORATION ",5,"9/12/2011 13:43",0.85,16984,"United Kingdom"
"262950","559928","21429","RED GINGHAM ROSE JEWELLERY BOX",8,"7/14/2011 8:52",1.95,12405,"Finland"
"436536","574170","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,"11/3/2011 11:43",0.29,16221,"United Kingdom"
"120533","546658","22196","SMALL HEART MEASURING SPOONS",12,"3/15/2011 14:21",0.85,15150,"United Kingdom"
"151569","549559","22631","CIRCUS PARADE LUNCH BOX ",12,"4/10/2011 13:25",1.95,12447,"Belgium"
"101094","544898","22966","GINGERBREAD MAN COOKIE CUTTER",12,"2/24/2011 12:27",1.25,14880,"United Kingdom"
"453126","575477","22867","HAND WARMER BIRD DESIGN",1,"11/9/2011 16:14",4.13,NA,"United Kingdom"
"222275","556415","22637","PIGGY BANK RETROSPOT ",48,"6/10/2011 12:19",2.1,12409,"Switzerland"
"31817","539014","21807","WHITE CHRISTMAS STAR DECORATION",36,"12/15/2010 13:37",0.42,17692,"United Kingdom"
"346860","567211","23399","HOME SWEET HOME HANGING HEART",6,"9/19/2011 11:02",0.85,14159,"United Kingdom"
"412036","572274","22434","BALLOON PUMP WITH 10 BALLOONS",1,"10/21/2011 16:48",1.95,14031,"United Kingdom"
"289326","562264","21313","GLASS HEART T-LIGHT HOLDER ",5,"8/3/2011 16:14",1.63,NA,"United Kingdom"
"57486","541207","22264","FELT FARM ANIMAL WHITE BUNNY ",12,"1/14/2011 12:27",0.85,17685,"United Kingdom"
"499202","578653","22578","WOODEN STAR CHRISTMAS SCANDINAVIAN",24,"11/24/2011 16:40",0.29,18161,"United Kingdom"
"67660","541843","22929","SCHOOL DESK AND CHAIR ",1,"1/23/2011 12:08",65,13659,"United Kingdom"
"458164","575760","23320","GIANT 50'S CHRISTMAS CRACKER",2,"11/11/2011 10:50",2.89,15965,"United Kingdom"
"151917","549572","22426","ENAMEL WASH BOWL CREAM",4,"4/10/2011 15:32",3.75,17757,"United Kingdom"
"358243","568137","23007"," SPACEBOY BABY GIFT SET",5,"9/25/2011 10:34",16.95,12488,"France"
"427876","573405","23366","SET 12 COLOURING PENCILS DOILY",2,"10/30/2011 15:55",0.65,13822,"United Kingdom"
"336168","566307","22734","SET OF 6 RIBBONS VINTAGE CHRISTMAS",6,"9/12/2011 9:37",2.89,14307,"United Kingdom"
"464303","576087","22634","CHILDS BREAKFAST SET SPACEBOY ",4,"11/14/2011 8:31",9.95,12689,"France"
"32884","539196","72802A","ROSE SCENT CANDLE IN JEWELLED BOX",6,"12/16/2010 12:09",4.25,18055,"United Kingdom"
"108855","545568","48194","DOORMAT HEARTS",1,"3/3/2011 16:22",15.79,NA,"United Kingdom"
"463573","576066","22736","RIBBON REEL MAKING SNOWMEN ",1,"11/13/2011 15:44",1.65,16898,"United Kingdom"
"233864","557493","84380","SET OF 3 BUTTERFLY COOKIE CUTTERS",1,"6/20/2011 15:18",3.29,NA,"United Kingdom"
"430971","573585","23206","LUNCH BAG APPLE DESIGN",5,"10/31/2011 14:41",4.13,NA,"United Kingdom"
"493751","578250","23264","SET OF 3 WOODEN SLEIGH DECORATIONS",1,"11/23/2011 12:43",1.25,15901,"United Kingdom"
"307059","563901","23174","REGENCY SUGAR BOWL GREEN",2,"8/21/2011 11:05",4.15,17097,"Spain"
"415458","572540","85014a","BLACK/BLUE POLKADOT UMBRELLA",1,"10/24/2011 16:17",12.46,NA,"United Kingdom"
"385099","570187","23199","JUMBO BAG APPLES",1,"10/7/2011 15:09",4.13,NA,"United Kingdom"
"43816","540148","21313","GLASS HEART T-LIGHT HOLDER ",24,"1/5/2011 10:58",0.85,14189,"United Kingdom"
"514769","579744","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",5,"11/30/2011 14:38",2.08,NA,"United Kingdom"
"520310","580278","21733","RED HANGING HEART T-LIGHT HOLDER",1,"12/2/2011 13:11",2.95,13560,"United Kingdom"
"97379","544602","22692","DOORMAT WELCOME TO OUR HOME",10,"2/22/2011 9:01",6.75,13767,"United Kingdom"
"201693","554310","84510A","SET OF 4 ENGLISH ROSE COASTERS",1,"5/23/2011 15:25",2.46,NA,"United Kingdom"
"534437","581147","21907","I'M ON HOLIDAY METAL SIGN",1,"12/7/2011 14:01",2.1,16426,"United Kingdom"
"93899","544317","20837","FRENCH FLORAL CUSHION COVER ",12,"2/17/2011 14:51",2.95,18138,"United Kingdom"
"77024","542673","22381","TOY TIDY PINK POLKADOT",2,"1/31/2011 12:18",2.1,14527,"United Kingdom"
"459941","575886","22059","CERAMIC STRAWBERRY DESIGN MUG",1,"11/11/2011 13:57",1.49,12517,"Germany"
"21963","538149","21144","PINK POODLE HANGING DECORATION ",2,"12/9/2010 16:27",3.36,NA,"United Kingdom"
"294772","562717","82494L","WOODEN FRAME ANTIQUE WHITE ",1,"8/8/2011 15:42",7.46,NA,"United Kingdom"
"21739","538116","21181","PLEASE ONE PERSON METAL SIGN",12,"12/9/2010 15:32",2.1,13327,"United Kingdom"
"300679","563209","23263","SET OF 3 WOODEN HEART DECORATIONS",6,"8/14/2011 12:23",1.25,13527,"United Kingdom"
"53474","C540837","21527","RED RETROSPOT TRADITIONAL TEAPOT ",-2,"1/11/2011 15:02",7.95,14733,"United Kingdom"
"420305","572886","22585","PACK OF 6 BIRDY GIFT TAGS",12,"10/26/2011 13:46",1.25,12448,"Spain"
"209860","555275","23084","RABBIT NIGHT LIGHT",2,"6/1/2011 17:18",4.13,NA,"United Kingdom"
"71489","542133","22457","NATURAL SLATE HEART CHALKBOARD ",12,"1/25/2011 16:33",2.95,13049,"United Kingdom"
"185918","552832","23052","RECYCLED ACAPULCO MAT TURQUOISE",1,"5/11/2011 14:13",8.25,NA,"United Kingdom"
"331900","566042","22367","CHILDRENS APRON SPACEBOY DESIGN",2,"9/8/2011 13:53",1.95,17811,"United Kingdom"
"228243","556917","84997D","CHILDRENS CUTLERY POLKADOT PINK",72,"6/15/2011 13:37",3.75,12415,"Australia"
"491039","578067","21259","VICTORIAN SEWING BOX SMALL ",1,"11/22/2011 15:43",12.46,NA,"United Kingdom"
"391417","570672","21877","HOME SWEET HOME MUG",12,"10/11/2011 14:52",1.65,12536,"France"
"248900","558876","21172","PARTY METAL SIGN ",10,"7/4/2011 13:36",1.45,17841,"United Kingdom"
"434054","574025","21213","PACK OF 72 SKULL CAKE CASES",1,"11/2/2011 12:26",0.55,12748,"United Kingdom"
"346288","567183","23290","SPACEBOY CHILDRENS BOWL",2,"9/18/2011 15:33",1.25,14769,"United Kingdom"
"74388","542422","22508","DOORSTOP RETROSPOT HEART",1,"1/27/2011 19:33",3.75,14702,"United Kingdom"
"326633","565579","23206","LUNCH BAG APPLE DESIGN",3,"9/5/2011 12:35",1.65,18283,"United Kingdom"
"463388","576062","22382","LUNCH BAG SPACEBOY DESIGN ",3,"11/13/2011 15:30",1.65,12867,"United Kingdom"
"108286","545523","22291","HANGING CHICK CREAM DECORATION",3,"3/3/2011 12:41",1.45,14524,"United Kingdom"
"226767","556812","23300","GARDENERS KNEELING PAD CUP OF TEA ",2,"6/14/2011 17:25",3.29,NA,"United Kingdom"
"346857","567211","22352","LUNCH BOX WITH CUTLERY RETROSPOT ",3,"9/19/2011 11:02",2.55,14159,"United Kingdom"
"206967","554961","22147","FELTCRAFT BUTTERFLY HEARTS",1,"5/27/2011 15:19",4.13,NA,"United Kingdom"
"17662","537772","22629","SPACEBOY LUNCH BOX ",2,"12/8/2010 12:35",1.95,18043,"United Kingdom"
"120770","546678","21137","BLACK RECORD COVER FRAME",8,"3/15/2011 16:39",3.75,12681,"France"
